场景路径,段落名称,动画名称,使用次数
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_32,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_32,walk_0__to__stand__arms_crossed_front__01__turn270__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_33,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_35_reset_placement_of_street_bodyguards,stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_35_reset_placement_of_street_bodyguards,stand__2h_back__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_35,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_36,q115__hanako_goes_to_bar__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_36,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_37,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_37,q115__hanako_goes_to_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_38,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_38,q115__hanako_goes_to_bar__03,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_39,hanako__stand__2h_front__01,1
