场景路径,Section名称,轨道序号,轨道名称,轨道类型,剪辑数量
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,12,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,14,VFX,15,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,15,VFX (1),15,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,1,dialog lines,1,9
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,8,guard_01,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,10,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,12,lookAt,6,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,14,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,15,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,16,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,17,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,18,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,19,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,20,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,21,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,22,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,23,animation (1),4,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,24,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,25,lookAt,6,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,26,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,27,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,28,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,29,animation,4,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,30,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,31,lookAt,6,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,32,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_17,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_17,2,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_17,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_17,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_17,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_17,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_17,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,2,guard_01,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_40,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,8,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_40,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,2,guard_01,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_22,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,1,dialog lines,1,3
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,7,logic,8,2
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,8,guard_01,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,14,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,15,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,16,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,17,facial,5,2
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,18,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,19,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,20,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,21,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,22,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,23,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,24,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,25,logic,8,2
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,1,dialog lines,1,4
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,7,logic,8,2
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,8,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,14,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,15,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,16,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,17,facial,5,2
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,18,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,19,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,20,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,21,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,22,animation,4,2
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,23,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,24,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_rather_not_offert,25,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,1,dialog lines,1,5
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,8,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,10,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,14,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,15,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,16,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,17,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,18,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,19,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_nervous_johnny,20,VFX,15,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,1,dialog lines,1,5
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,7,logic,8,2
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,8,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,11,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,12,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,14,guard_01,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,15,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,16,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,17,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,18,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,19,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,20,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,21,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,22,animation,4,2
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,23,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,24,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,25,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,26,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,27,idle,3,2
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,28,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,29,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,30,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_furious_johnny,31,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,2,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,6,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,8,guard_01,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,11,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_backtopose,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,1,dialog lines,1,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,8,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,9,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,10,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,11,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,12,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_fine,14,VFX,15,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,1,dialog lines,1,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,3,idle,3,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,8,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,9,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,10,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,11,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,12,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_is_not_good,14,VFX,15,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,1,dialog lines,1,5
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,8,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,14,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,15,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,16,animation,4,2
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,17,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,18,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,19,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_johnny,20,VFX,15,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,1,dialog lines,1,6
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,4,animation,4,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,5,facial,5,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,6,facial (1),5,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,7,lookAt,6,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,8,logic,8,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,9,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,10,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,11,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,12,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,13,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,14,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,15,VFX,15,3
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,1,dialog lines,1,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,8,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,9,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,13,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_18,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_18,2,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_18,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_18,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_18,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_18,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_18,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar,8,VFX,15,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,8,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,9,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,14,VFX,15,1
base\quest\testgym\meethanako.scenesolution,q115_00b_19,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_19,2,guard_02,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_19,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_19,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_19,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_19,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_19,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_28,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_28,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_28,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_28,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_28,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_28,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_28,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_28_01,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_28_01,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_28_01,3,idle,3,0
