场景路径,章节名称,轨道名称,轨道类型,Clip,Clip数量
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,logic,8,scnbeventsAttachPropDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,facial (1),5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,lookAt,6,scnbeventsAttachPropDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,lookAt,6,scnbeventsAttachPropDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,VFX,15,scnbeventsVFXEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,VFX,15,scnbeventsVFXEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,VFX,15,scnbeventsVFXEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,lookAt,6,scnbeventsCameraClipDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,logic,8,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,idle,3,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,animation,4,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,facial,5,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,logic,8,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,idle,3,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,facial,5,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConOne,logic,8,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,idle,3,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,animation,4,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,facial,5,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,logic,8,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,animation,4,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,facial,5,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,TestSectionConTwo,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,idle,3,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,lookat_01,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,lookat_01,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,lookat_01,idle,3,,0
base\quest\testgym\meethanako.scenesolution,lookat_01,animation,4,,0
base\quest\testgym\meethanako.scenesolution,lookat_01,facial,5,,0
base\quest\testgym\meethanako.scenesolution,lookat_01,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\meethanako.scenesolution,lookat_01,logic,8,,0
base\quest\testgym\meethanako.scenesolution,lookat_02,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,lookat_02,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,lookat_02,idle,3,,0
base\quest\testgym\meethanako.scenesolution,lookat_02,animation,4,,0
base\quest\testgym\meethanako.scenesolution,lookat_02,facial,5,,0
base\quest\testgym\meethanako.scenesolution,lookat_02,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\meethanako.scenesolution,lookat_02,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,logic,8,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_01,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_01,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_01,idle,3,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_01,animation,4,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_01,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,facial_animation_01,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_01,logic,8,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_02,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_02,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_02,idle,3,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_02,animation,4,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_02,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,facial_animation_02,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_02,logic,8,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_03,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_03,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_03,idle,3,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_03,animation,4,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_03,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,facial_animation_03,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,facial_animation_03,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_35,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_35,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_35,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_35,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_35,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_35,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_35,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_kill_brother,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_kill_brother,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_kill_brother,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_kill_brother,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_kill_brother,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_kill_brother,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_kill_brother,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_kill_brother,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,facial (1),5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,facial (1),5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_business_of_arasakas,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_hanako,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,logic,8,scnbeventsAttachPropDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,logic,8,scnbeventsSocketDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,logic,8,scnbeventsSocketDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,logic,8,scnbeventsSocketDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,logic,8,scnbeventsAttachPropDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,VFX,15,scnbeventsVFXEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_v_drinking,VFX,15,scnbeventsVFXEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,9
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,9
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,9
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,9
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,9
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,9
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,9
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,9
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,9
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,scnbeventsAttachPropDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,guard_01,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,guard_02,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,idle,3,scnbeventsStopWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,idle,3,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,animation (1),4,toolsChangeIdleAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,animation (1),4,toolsChangeIdleAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,animation (1),4,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,animation,4,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,animation,4,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,animation,4,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,toolsLookAtDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,scnbeventsAttachPropDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_conclusion,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_17,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_17,guard_02,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_17,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_17,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_17,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_17,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_17,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,guard_01,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,idle,3,scnbeventsStopWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_40,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,guard_02,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_40,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_40,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,guard_01,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_22,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_22,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,Player,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_good_offert,logic,8,scnbeventsSocketDescriptor,2
