场景路径,动画名称,使用次数
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__2h_on_lap__01__sigh__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__looking_down_thinking__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__looking_left__female__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,emotional_gesture__resentful__female__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,other_gesture__asymmetrical_smile__male__01,13
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__2h_on_lap__01__warm_up__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean0__2h_elbows_on_knees__01__rh_flick__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__sit_couch_lean0__2h_on_lap__01__talk__02,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,no__long__female__01,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,other_gesture__sour__female__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,synced__legs_on_player__01__talk__03__player,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__arms_crossed_front__01__laugh__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,phrasal_gesture__what_do_you_want__female__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean0__2h_elbows_on_knees__01__talk__angry__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,emotional_gesture__aggressive__female__02,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__sit_couch__2l_on_couch__01__talk__02,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,additive__closed_eyes__01,17
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,emotional_gesture__furious__male__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__arms_crossed_front__01__talk__unsatisfied__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_chair_lean180__2h_on_lap__02__no__neutral__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__look_around__02,4
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,emotional_gesture__embarrassed__female__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,other_gesture__grimace__female__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__kneel__2h_on_lap__01__no__neutral__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,other_gesture__smile__female__01,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,no__quick_shake__male__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__sit_couch__2l_on_couch__01__talk__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,additive__closed_eyes__02,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,additive__blink_normal__01,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__arms_crossed__01__shrug__01,4
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,idle_gesture_cm__sigh__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,phrasal_gesture__what__female__01,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,emotional_gesture__contempt__male__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__left_45_procesing_info__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,phrasal_gesture__where__female__02,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_chair_lean0__2h_elbow_on_knees__01__no__neutral__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,no__contempt__male__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__rh_on_backrest__01__lh_flick__02,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_chair_lean0__2h_elbow_on_knees__01__rh_flick__03,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__sit_couch__2l_on_couch__01__lh_flick__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,synced__legs_on_player__01__lh_flick__01__panam,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,phrasal_gesture__what_do_you_want__female__02,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean0__2h_elbows_on_knees__01__talk__neutral__02,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,yes__approval__female__01,5
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,emotional_gesture__annoyed__male__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__arms_crossed_front__01__talk__angry__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__looking_up_annoyed__female__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean0__2h_elbows_on_knees__01__talk__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__rh_on_backrest__01__tap__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__look_around__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__looking_up_thinking__female__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,yes__subtle__female__01,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,emotional_gesture__sceptical__male__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__arms_crossed_front__01__shrug__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__sit_couch_lean0__2h_on_lap__01__talk__05,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__kneel__2h_on_lap__01__talk__angry__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,emotional_gesture__annoyed__female__02,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_chair_lean0__2h_elbow_on_knees__01__what__sad__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,synced__lets_go_sleep__01__panam,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__rh_on_backrest__01__talk__frustrated__02,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,phrasal_gesture__maybe__female__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__2h_on_lap__01__rh_flick__01,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean0__2h_elbows_on_knees__01__shrug__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__sit_villefort_columbus__2h_on_wheel__focus__01__to__stand__2h_on_sides__01__turn270__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__sit_couch__2l_on_couch__01__shuffle__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__looking_down__female__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__reading__down__female__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__right_90_rot_close__male__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__rh_on_backrest__01__talk__dismissive__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__2h_on_lap__01__talk__neutral__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,emotional_gesture__annoyed__female__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,stand__rh_on_hip__01__talk__dismissive__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,synced__legs_on_player__01__talk__01__player,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean0__2h_elbows_on_knees__01__rub_nose__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,other_gesture__false_smile__female__01,4
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,stand__2h_on_sides__01__sandstorm_blast__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__arms_crossed__01__scratch_cheek__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__kneel__2h_on_lap__01__look_right__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__2h_on_lap__01__shuffle__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__rh_on_backrest__01__talk__dismissive__02,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,johnny__sit_chair_lean0__rh_on_lap__02__talk__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,stand__rh_on_hip__01__look_right__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,other_gesture__sarcastic_smile__female__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__2h_on_lap__01__point_front__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,synced__legs_on_player__01__talk__01__panam,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__rh_on_backrest__01__dust_off__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__left_90_rot_close__female__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__sit_couch__2l_on_couch__01__shuffle__03,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,synced__legs_on_player__01__lh_flick__01__player,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,synced__player_repair_fuse_box__01__player,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,other_gesture__searching_for_words__female__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__arms_crossed__01__rh_flick__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_chair_lean0__2h_elbow_on_knees__01__rh_flick__04,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__arms_crossed_front__01__head_flick_up__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__rh_on_backrest__01__shuffle__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__right_45__close__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_chair_lean0__2h_elbow_on_knees__01__talk__neutral__02,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,synced__legs_on_player__01__talk__02__player,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,glance__looking_up_thinking__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,additive__blink_slow__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,idle_gesture_cm__breath_with_open_mouth__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,other_gesture__grimace__male__03,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__arms_crossed__01__tap__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__rh_on_backrest__01__point_front__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__sit_couch__2l_on_couch__01__look_left__01,3
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_chair_lean0__2h_elbow_on_knees__01__what__neutral__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,dirt__sit_bench_lean180__rh_on_backrest__01__point_front__02,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__sit_couch__2l_on_couch__01__talk__05,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,emotional_gesture__irritated__male__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,synced__legs_on_player__01__talk__03__panam,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,no__firm__male__01,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,johnny__sit_chair_lean0__rh_on_lap__02__shuffle__02,2
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,synced__legs_on_player__01__talk__02__panam,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_chair_lean0__2h_elbow_on_knees__01__talk__angry__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,sit_couch_lean180__2h_on_lap__01__stretch_arms__03,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__kneel__2h_on_lap__01__shuffle__01,1
base\quest\side_quests\sq004\scenes\sq004_08_farm.scenesolution,panam__sit_couch__2l_on_couch__01__talk__04,1
